Customer ID,Customer Name,Customer Type,Loc ID,,Loc ID,District,Coordinates,,,Latitude ,Longitude,,Customer ID,System ID,System Name,Design Type,Status,Install Date,,Customer ID,System ID,System Name,Design Type,Status,Install Date,,Customer ID,Year,Population,Source,Latest Population (per Customer ID),Total Population (Latest Year Only) ,Latest year for this row’s customer,Is this row the latest year for that customer?,Population (Latest Year Only),Total Population (Latest Year Only),,"Total Population (Latest Year Only) AI Version I can't understand, here for sanity check"
214,St. Joseph's VS/SS,School,,,214,Gomba,"0.21489234232271084, 32.04185780572558",,,0.2148923423,32.04185781,,,,,,,,,,,,,,,,27,2019,206.00,Calculated,310,,2026,FALSE,,,,
215,St. Maria Goretti PS,School,,,215,,"0.5761430855883503, 31.71955437174706",,,0.5761430856,31.71955437,,,,,,,,,,,,,,,,27,2020,187.00,Calculated,310,,2026,FALSE,,,,
216,Hillside PS,School,,,216,Gomba,"0.22297357807829282, 31.673943329130143",,,0.2229735781,31.67394333,,,,,,,,,,,,,,,,27,2021,0.00,Calculated,310,,2026,FALSE,,,,
217,Vision Park Junior PS,School,217,,217,Kalungu,"-0.1478538465772722, 31.87759147236952",,,-0.1478538466,31.87759147,,,,,,,,,,,,,,,,27,2022,274.00,Calculated,310,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2023,280.00,Calculated,310,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2024,303.00,Calculated,310,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2025,310.00,Calculated,310,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2026,310.00,Inferred,310,,2026,TRUE,310.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2019,220.00,Calculated,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2020,211.00,Calculated,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2021,211.00,Inferred,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2022,211.00,Inferred,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2023,211.00,Inferred,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2024,211.00,Inferred,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2025,211.00,Inferred,211,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2026,211.00,Inferred,211,,2026,TRUE,211.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2019,"20,568.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2020,"20,671.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2021,"20,875.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2022,0.00,Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2023,"42,685.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2024,"43,825.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2025,"43,300.00",Calculated,43300,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2026,"43,300.00",Inferred,43300,,2026,TRUE,"43,300.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2021,0.00,Calculated,273,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2022,225.00,Calculated,273,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2023,281.00,Calculated,273,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2024,286.00,Calculated,273,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2025,273.00,Calculated,273,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2026,273.00,Inferred,273,,2026,TRUE,273.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2021,222.00,Calculated,241,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2022,279.00,Calculated,241,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2023,332.00,Calculated,241,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2024,303.00,Calculated,241,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2025,241.00,Calculated,241,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2026,241.00,Inferred,241,,2026,TRUE,241.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2021,0.00,Calculated,232,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2022,288.00,Calculated,232,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2023,350.00,Calculated,232,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2024,364.00,Calculated,232,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2025,232.00,Calculated,232,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2026,232.00,Inferred,232,,2026,TRUE,232.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2021,40.00,Calculated,244,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2022,216.00,Calculated,244,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2023,244.00,Calculated,244,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2024,244.00,Inferred,244,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2025,244.00,Inferred,244,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2026,244.00,Inferred,244,,2026,TRUE,244.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2021,357.00,Inferred,357,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2022,357.00,Inferred,357,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2023,357.00,Inferred,357,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2024,357.00,Inferred,357,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2025,357.00,Inferred,357,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2026,357.00,Inferred,357,,2026,TRUE,357.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2021,97.00,Calculated,206,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2022,235.00,Calculated,206,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2023,192.00,Calculated,206,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2024,138.00,Calculated,206,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2025,206.00,Calculated,206,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2026,206.00,Inferred,206,,2026,TRUE,206.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2021,174.00,Inferred,115,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2022,217.00,Calculated,115,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2023,215.00,Calculated,115,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2024,122.00,Calculated,115,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2025,115.00,Calculated,115,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2026,115.00,Inferred,115,,2026,TRUE,115.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2021,0.00,Calculated,69,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2022,142.00,Calculated,69,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2023,137.00,Calculated,69,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2024,87.00,Calculated,69,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2025,69.00,Calculated,69,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2026,69.00,Inferred,69,,2026,TRUE,69.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2021,927.00,Inferred,927,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2022,927.00,Inferred,927,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2023,927.00,Inferred,927,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2024,927.00,Inferred,927,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2025,927.00,Inferred,927,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2026,927.00,Inferred,927,,2026,TRUE,927.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2021,722.00,Inferred,471,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2022,722.00,Inferred,471,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2023,722.00,Inferred,471,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2024,485.00,Calculated,471,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2025,471.00,Calculated,471,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2026,471.00,Inferred,471,,2026,TRUE,471.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2021,613.00,Inferred,507,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2022,758.00,Calculated,507,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2023,662.00,Calculated,507,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2024,618.00,Calculated,507,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2025,507.00,Calculated,507,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2026,507.00,Inferred,507,,2026,TRUE,507.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2021,818.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2022,695.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2023,606.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2024,592.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2025,577.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2026,577.00,Inferred,577,,2026,TRUE,577.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2021,896.00,Inferred,1382,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2022,896.00,Inferred,1382,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2023,896.00,Inferred,1382,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2024,896.00,Inferred,1382,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2025,"1,382.00",Calculated,1382,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2026,"1,382.00",Inferred,1382,,2026,TRUE,"1,382.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2021,481.00,Calculated,655,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2022,541.00,Calculated,655,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2023,605.00,Calculated,655,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2024,609.00,Calculated,655,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2025,655.00,Calculated,655,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2026,655.00,Inferred,655,,2026,TRUE,655.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2021,"1,397.00",Inferred,1397,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2022,"1,397.00",Inferred,1397,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2023,"1,397.00",Inferred,1397,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2024,"1,397.00",Inferred,1397,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2025,"1,397.00",Inferred,1397,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2026,"1,397.00",Inferred,1397,,2026,TRUE,"1,397.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2021,564.00,Inferred,518,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2022,564.00,Inferred,518,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2023,564.00,Inferred,518,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2024,407.00,Calculated,518,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2025,518.00,Calculated,518,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2026,518.00,Inferred,518,,2026,TRUE,518.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2021,769.00,Inferred,713,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2022,769.00,Inferred,713,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2023,769.00,Inferred,713,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2024,741.00,Calculated,713,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2025,713.00,Calculated,713,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2026,713.00,Inferred,713,,2026,TRUE,713.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2021,258.00,Calculated,616,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2022,603.00,Calculated,616,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2023,719.00,Calculated,616,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2024,709.00,Calculated,616,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2025,616.00,Calculated,616,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2026,616.00,Inferred,616,,2026,TRUE,616.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2021,0.00,Calculated,628,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2022,419.00,Calculated,628,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2023,333.00,Calculated,628,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2024,395.00,Calculated,628,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2025,628.00,Calculated,628,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2026,628.00,Inferred,628,,2026,TRUE,628.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2021,"20,566.00",Inferred,20566,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2022,"20,566.00",Inferred,20566,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2023,"20,566.00",Inferred,20566,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2024,"20,566.00",Inferred,20566,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2025,"20,566.00",Inferred,20566,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2026,"20,566.00",Inferred,20566,,2026,TRUE,"20,566.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2021,"21,950.00",Inferred,21950,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2022,"21,950.00",Inferred,21950,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2023,"21,950.00",Inferred,21950,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2024,"21,950.00",Inferred,21950,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2025,"21,950.00",Inferred,21950,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2026,"21,950.00",Inferred,21950,,2026,TRUE,"21,950.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2021,"15,104.00",Calculated,15104,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2022,"15,104.00",Inferred,15104,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2023,"15,104.00",Inferred,15104,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2024,"15,104.00",Inferred,15104,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2025,"15,104.00",Inferred,15104,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2026,"15,104.00",Inferred,15104,,2026,TRUE,"15,104.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2025,0.00,Calculated,0,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2026,0.00,Inferred,0,,2026,TRUE,0.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,153,2025,450.00,Calculated,450,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,153,2026,450.00,Inferred,450,,2026,TRUE,450.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2025,815.00,Calculated,815,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2026,815.00,Inferred,815,,2026,TRUE,815.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,186,2025,"1,128.00",Calculated,1128,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,186,2026,"1,128.00",Inferred,1128,,2026,TRUE,"1,128.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187,2025,738.00,Calculated,738,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187,2026,738.00,Inferred,738,,2026,TRUE,738.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,189,2025,"1,014.00",Calculated,1014,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,189,2026,"1,014.00",Inferred,1014,,2026,TRUE,"1,014.00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,200,2024,0.00,Calculated,634,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,200,2025,0.00,Calculated,634,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,200,2026,634.00,Inferred,634,,2026,TRUE,634.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,204,2025,772.00,Calculated,772,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,204,2026,772.00,Inferred,772,,2026,TRUE,772.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,210,2025,577.00,Calculated,577,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,210,2026,577.00,Inferred,577,,2026,TRUE,577.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,211,2025,0.00,Calculated,0,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,211,2026,0.00,Inferred,0,,2026,TRUE,0.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,214,2025,362.00,Calculated,362,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,214,2026,362.00,Inferred,362,,2026,TRUE,362.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,216,2025,176.00,Calculated,176,,2026,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,216,2026,176.00,Inferred,176,,2026,TRUE,176.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,217,2026,501.00,Inferred,501,,2026,TRUE,501.00,,,
